Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Frequency","Frequency Stability","Frequency Tolerance","Load Capacitance","ESR (Equivalent Series Resistance)","Operating Mode","Operating Temperature","Ratings","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package","URL"
"-","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200232DI-ND","FL1200232","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 10PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±10ppm","10pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200232/10295469"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/7318/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","31-FL1200217TR-ND","FL1200217","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 12PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±10ppm","12pF","80 Ohms","Fundamental","-40°C ~ 105°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200217/10491484"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200044-ND","FL1200044","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","100 Ohms","Fundamental","-20°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200044/9766585"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200046-ND","FL1200046","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","18pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200046/9766586"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200048-ND","FL1200048","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","18pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200048/9766587"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200051-ND","FL1200051","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","18pF","80 Ohms","Fundamental","-30°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200051/9766589"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200053-ND","FL1200053","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 12PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","12pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200053/9766590"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200059-ND","FL1200059","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 8PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±10ppm","±10ppm","8pF","80 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200059/9766591"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200061-ND","FL1200061","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 10PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±9ppm","±9ppm","10pF","80 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200061/9766592"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200062-ND","FL1200062","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 10PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","10pF","80 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200062/9766593"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200063-ND","FL1200063","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 10PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","10pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200063/9766594"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200068-ND","FL1200068","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 9PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±10ppm","±10ppm","9pF","100 Ohms","Fundamental","-10°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200068/9766595"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200075-ND","FL1200075","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 12PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","12pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200075/9766597"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200076-ND","FL1200076","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 10PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±10ppm","±10ppm","10pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200076/9766598"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200078-ND","FL1200078","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 8PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","8pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200078/9766599"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200083-ND","FL1200083","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 9PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","9pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200083/9766600"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200084-ND","FL1200084","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±50ppm","±50ppm","18pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200084/9766601"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200091-ND","FL1200091","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 15PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±10ppm","±10ppm","15pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200091/9766603"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200092-ND","FL1200092","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 20PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","20pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200092/9766604"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200101-ND","FL1200101","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 15PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","15pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200101/9766605"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200103-ND","FL1200103","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 12PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","12pF","100 Ohms","Fundamental","-20°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200103/9766606"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200105-ND","FL1200105","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 7PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±25ppm","±25ppm","7pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200105/9766607"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200109-ND","FL1200109","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 12PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±15ppm","±10ppm","12pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200109/9766608"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200113Z-ND","FL1200113Z","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 30PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","30pF","80 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200113Z/9766609"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200118-ND","FL1200118","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 8PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±30ppm","±10ppm","8pF","80 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200118/9766610"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200122-ND","FL1200122","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 20PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","20pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200122/9766611"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200123-ND","FL1200123","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 8PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±40ppm","±40ppm","8pF","100 Ohms","Fundamental","-40°C ~ 90°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200123/9766612"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200125-ND","FL1200125","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±15ppm","18pF","80 Ohms","Fundamental","-25°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200125/9766613"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200126-ND","FL1200126","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 16PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±10ppm","±10ppm","16pF","80 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200126/9766614"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200128-ND","FL1200128","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 22PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","22pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200128/9766615"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200130-ND","FL1200130","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 10PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±15ppm","±10ppm","10pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200130/9766617"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200131-ND","FL1200131","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±30ppm","±30ppm","18pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200131/9766618"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200132-ND","FL1200132","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 15PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±15ppm","±15ppm","15pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200132/9766619"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200134-ND","FL1200134","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 16PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±50ppm","±30ppm","16pF","100 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200134/9766620"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200136-ND","FL1200136","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 18PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","18pF","70 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200136/9766621"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200137-ND","FL1200137","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 16PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±15ppm","±15ppm","16pF","100 Ohms","Fundamental","-30°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200137/9766622"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200141-ND","FL1200141","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 14PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±20ppm","±20ppm","14pF","100 Ohms","Fundamental","-40°C ~ 85°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200141/9766623"
"https://www.diodes.com/assets/Datasheets/FL.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6537/31%7E4SMD-.78-3.2X2.5%7E%7E4.jpg","FL1200156-ND","FL1200156","Diodes Incorporated","Diodes Incorporated","CRYSTAL 12.0000MHZ 22PF SMD","0","0.29468","0","3000","Tape & Reel (TR)","SaRonix-eCera™ FL","Active","MHz Crystal","12 MHz","±50ppm","±50ppm","22pF","60 Ohms","Fundamental","-20°C ~ 70°C","-","Surface Mount","4-SMD, No Lead","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.031"" (0.78mm)","4-SMD (3.2x2.5)","https://www.digikey.be/en/products/detail/diodes-incorporated/FL1200156/9766625"
